,stop_id,road,desc,lat,lng,in_WD,in_H,out_WD,out_H,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
0,1012,Victoria St,Hotel Grand Pacific,1.296848255,103.8525359,695.9508197,308.5166667,712.1147541,322.9333333,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
1,1013,Victoria St,St. Joseph's Ch,1.297709706,103.8532247,494.7758621,219.3684211,256,113.4561404,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
2,1019,Victoria St,Bras Basah Cplx,1.296989512,103.853022,331.2758621,132.3833333,613.4655172,262.9666667,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
3,1029,Nth Bridge Rd,Opp Natl Lib,1.296672985,103.8544142,695.4166667,312.4,568.8,239.5666667,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
4,1039,Nth Bridge Rd,Bugis Cube,1.298207841,103.8554914,891.25,490.8,958.3833333,496.55,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
5,1059,Victoria St,Bugis Stn Exit B,1.300756795,103.8561104,206.3114754,91.53333333,1481.04918,670.5,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
6,1109,Queen St,Queen St Ter,1.303585776,103.8565037,21.20588235,7.363636364,42.58823529,18.21212121,ROCHOR CANAL,RCSZ04,ROCHOR,RC,CENTRAL REGION,CR
7,1112,Victoria St,Opp Bugis Stn Exit C,1.300092128,103.8552003,3397.066667,1782.333333,1797.666667,977.5263158,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
8,1113,Victoria St,Bugis Stn Exit A,1.301172975,103.856114,2275.387097,1065.05,907.6935484,466.2166667,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
9,1119,Victoria St,Aft Bugis Stn Exit C,1.299604109,103.8551293,822.1129032,456.2833333,969.4677419,567.7333333,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
10,1121,Victoria St,Stamford Pr Sch,1.303938097,103.85868,1011.459016,292.9,804.3770492,273.5833333,ROCHOR CANAL,RCSZ04,ROCHOR,RC,CENTRAL REGION,CR
11,1129,Victoria St,Opp Stamford Pr Sch,1.303502692,103.8586453,191.9491525,88.07017544,305.4067797,134.5614035,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
12,1139,Nth Bridge Rd,Parkview Sq,1.300330579,103.8571608,468.8333333,206.3166667,751.8,310.2833333,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
13,1211,Victoria St,Opp Blk 461,1.305518035,103.860545,1303.758065,507.6,1013.516129,433.3666667,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
14,1219,Victoria St,Blk 461,1.305265985,103.8607202,420.3114754,172.7333333,567.0327869,218.1666667,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
15,1229,Nth Bridge Rd,Bef Sultan Mque,1.303375526,103.8596309,573.9833333,263.5166667,535.9,216.0166667,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
16,1231,Jln Sultan,Opp Textile Ctr,1.30325,103.8610831,233.0350877,77.43859649,52.84210526,11.21052632,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
17,1239,Jln Sultan,Sultan Plaza,1.302912366,103.8616182,336.1481481,122.6481481,509.7037037,163.462963,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
18,1311,Kallang Rd,Lavender Stn Exit B,1.307091646,103.862197,3399.920635,1303.816667,1853.365079,694.9666667,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
19,1319,Kallang Rd,Lavender Stn Exit A/ICA,1.307574267,103.863256,825.5901639,293.7,1902.131148,669.0333333,LAVENDER,KLSZ06,KALLANG,KL,CENTRAL REGION,CR
20,1329,Nth Bridge Rd,Blk 8,1.304956702,103.8636303,1843.45,782.8166667,1795.766667,724.25,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
21,1339,Crawford St,Bef Crawford Bridge,1.307746017,103.8642627,192.8,72.46666667,409.5666667,153.5833333,KAMPONG BUGIS,KLSZ04,KALLANG,KL,CENTRAL REGION,CR
22,1341,Crawford St,Southbank,1.306475556,103.8645253,106.0175439,45.43859649,115.6491228,45.0877193,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
23,1349,Crawford St,Opp Blk 4,1.305686357,103.8654399,13.25862069,5.732142857,16.98275862,8.625,KAMPONG BUGIS,KLSZ04,KALLANG,KL,CENTRAL REGION,CR
24,1411,Beach Rd,Opp St. John HQ,1.302113329,103.862956,243.0175439,87.86206897,641.3859649,235.2413793,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
25,1419,Beach Rd,St. John HQ,1.30202,103.8632633,83.78333333,31.55,92.86666667,25.93333333,NICOLL,DTSZ13,DOWNTOWN CORE,DT,CENTRAL REGION,CR
26,1421,Beach Rd,Opp Golden Mile Cplx,1.303384444,103.8648389,922.4655172,401.2372881,832.0172414,346.9491525,CRAWFORD,KLSZ09,KALLANG,KL,CENTRAL REGION,CR
27,1429,Beach Rd,Golden Mile Cplx,1.303213609,103.8650158,179.6,87.59322034,309.1166667,155.8813559,NICOLL,DTSZ13,DOWNTOWN CORE,DT,CENTRAL REGION,CR
28,1511,Beach Rd,Opp The Gateway,1.299198261,103.8586452,296.1929825,83.74137931,116.9824561,36.72413793,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
29,1519,Beach Rd,The Gateway,1.299074925,103.8589103,140.0175439,32.05454545,202.5438596,35.94545455,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
30,1521,Beach Rd,Opp Plaza Parkroyal,1.300883044,103.860661,251.4912281,97.50877193,281.9824561,109.2105263,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
31,1529,Beach Rd,Plaza Parkroyal,1.300416677,103.8604412,252.6607143,100.3571429,214.5178571,70.875,NICOLL,DTSZ13,DOWNTOWN CORE,DT,CENTRAL REGION,CR
32,1541,Rochor Rd,Bugis Stn Exit D,1.298864654,103.8573458,100.4736842,40.56140351,659.1403509,235.8245614,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
33,1549,Ophir Rd,Opp Duo Residences,1.300698689,103.8587312,92.75438596,34.56140351,32.66666667,14.21052632,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
34,1559,Ophir Rd,Landmark Village Hotel,1.301687311,103.8575292,182.9473684,78.45614035,225.877193,76.80701754,KAMPONG GLAM,RCSZ05,ROCHOR,RC,CENTRAL REGION,CR
35,1611,Beach Rd,Aft Raffles Hotel,1.295272592,103.8553369,319.3103448,124.4137931,189.8793103,52.13793103,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
36,1619,Beach Rd,Esplanade Stn Exit F,1.294286942,103.8550381,54.3220339,25.41071429,195.559322,97.51785714,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
37,1621,Beach Rd,Opp Shaw Twrs,1.296958889,103.8565561,278.9482759,104.1666667,130.0689655,39.71666667,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
38,1629,Beach Rd,Shaw Twrs,1.296959722,103.8568653,35.66666667,13.52631579,103.9824561,42.24561404,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
39,1631,Middle Rd,Aft Beach Rd,1.296936146,103.8558056,157.5925926,61.32727273,28.37037037,12.03636364,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
40,1639,Middle Rd,Bef Beach Rd,1.2973875,103.8555758,20.47457627,10.51785714,116.2542373,51.64285714,BUGIS,DTSZ01,DOWNTOWN CORE,DT,CENTRAL REGION,CR
41,2029,Connaught Dr,Opp S'pore Cricket Club,1.288790151,103.8529332,40.87931034,25.01724138,135.3448276,82.89655172,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
42,2049,Bras Basah Rd,Raffles Hotel,1.294520912,103.8540216,691.0666667,330.4666667,794.65,402.8,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
43,2051,Raffles Ave,The Float @ Marina Bay,1.289503056,103.8590339,262.3666667,148.8833333,112.5,61.7,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
44,2061,Raffles Ave,The Esplanade,1.289963889,103.8564039,602.440678,396.9122807,165.5254237,115.6315789,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
45,2089,Raffles Blvd,Promenade Stn/Pan Pacific,1.291526944,103.8592061,73.44067797,60.20689655,530.2542373,295.7758621,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
46,2099,Raffles Blvd,Marina Ctr Ter,1.291472648,103.8614856,2.181818182,0.945454545,13.89090909,5.163636364,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
47,2101,Raffles Ave,AFT S'PORE FLYER,1.289384838,103.8618315,70.66666667,48.38983051,0.578947368,5.084745763,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
48,2111,Esplanade Dr,Esplanade Bridge,1.290955923,103.8545342,160.9310345,90.94736842,167.3965517,77.66666667,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
49,2119,Nicoll Highway,Opp War Memorial Pk,1.291844074,103.8553433,120.7666667,51.47457627,193.25,55.55932203,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
50,2141,Temasek Blvd,Suntec Twr Two,1.295765716,103.8593381,86.8,39.41176471,1.733333333,9.215686275,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
51,2149,Temasek Blvd,Suntec Twr Three,1.295604598,103.8595553,36.96428571,15.87719298,198.5357143,86.59649123,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
52,2151,Temasek Blvd,Suntec Convention Ctr,1.293177763,103.8578462,754.2758621,415.1186441,863.6206897,485.4745763,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
53,2159,Temasek Blvd,Opp Suntec Convention Ctr,1.293608112,103.8584067,47.63157895,24.43859649,153.6666667,68.05263158,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
54,2161,Temasek Ave,Promenade Stn,1.292685535,103.8609316,387.2666667,151.5,131.3166667,67.35,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
55,2169,Temasek Ave,Promenade Stn Exit B,1.293338368,103.8607085,4.596491228,7.719298246,91.57894737,39.24561404,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
56,2171,Temasek Ave,Opp The Ritz-Carlton,1.2907,103.8609219,135.3157895,76.14035088,116.2105263,73.31578947,MARINA CENTRE,DTSZ03,DOWNTOWN CORE,DT,CENTRAL REGION,CR
57,2181,Parliament Pl,Supreme Ct,1.289474444,103.8509817,77.62068966,26.01724138,198.5172414,70.86206897,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
58,3011,Fullerton Rd,Fullerton Sq,1.285618409,103.8534222,997.05,270.5614035,355.2333333,101.5964912,CLIFFORD PIER,DTSZ06,DOWNTOWN CORE,DT,CENTRAL REGION,CR
59,3019,Collyer Quay,OUE Bayfront,1.284245,103.8531081,436.7666667,115.6666667,1051.566667,196.1,CLIFFORD PIER,DTSZ06,DOWNTOWN CORE,DT,CENTRAL REGION,CR
60,3021,Cecil St,Prudential Twr,1.282555246,103.849989,319.5789474,71.59649123,287.877193,34.89473684,RAFFLES PLACE,DTSZ05,DOWNTOWN CORE,DT,CENTRAL REGION,CR
61,3031,Robinson Rd,Raffles Pl Stn Exit F,1.282074922,103.8508607,578.6349206,97.13333333,359.5238095,64.81666667,RAFFLES PLACE,DTSZ05,DOWNTOWN CORE,DT,CENTRAL REGION,CR
62,3041,Cross St,Telok Ayer Stn Exit A,1.281795094,103.8489321,415.4827586,68.07017544,122.8275862,8.210526316,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
63,3059,Raffles Quay,One Raffles Quay,1.281111,103.851461,499.5,111.1333333,952.483871,185.75,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
64,3071,Robinson Rd,OPP SO SOFITEL S'PORE,1.279906096,103.8494003,348.4482759,53.34482759,288.3103448,36.89655172,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
65,3111,Robinson Rd,Aft Capital Twr,1.277825954,103.8481012,878.3968254,158.5517241,515.4444444,80.32758621,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
66,3129,Shenton Way,UIC Bldg,1.278070035,103.8495672,845.7333333,157.1333333,1433.15,258.9833333,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
67,3151,Cecil St,Opp GB Bldg,1.278921246,103.8477623,673.5172414,129.4385965,290.2413793,45.29824561,CECIL,DTSZ08,DOWNTOWN CORE,DT,CENTRAL REGION,CR
68,3217,Shenton Way,Opp AXA Twr,1.275522189,103.8479444,248.95,57.58333333,196.8333333,54.98333333,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
69,3218,Shenton Way,Opp MAS Bldg,1.274078889,103.8468739,185.0169492,34.61666667,591.6610169,155.7833333,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
70,3222,Anson Rd,Hub Synergy Pt,1.273978369,103.8448956,483.852459,121,264.2786885,67.01612903,ANSON,DTSZ10,DOWNTOWN CORE,DT,CENTRAL REGION,CR
71,3223,Anson Rd,Tanjong Pagar Stn Exit C,1.275703395,103.8463247,736.9827586,183.2807018,377.8103448,87.85964912,TANJONG PAGAR,DTSZ09,DOWNTOWN CORE,DT,CENTRAL REGION,CR
72,3239,Shenton Way,Shenton Way Ter,1.27464227,103.8475672,103.0322581,43.38333333,12.5483871,3.783333333,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
73,3241,Anson Rd,Mapletree Anson,1.27456,103.84537,87.8,,424.7,,TANJONG PAGAR,DTSZ09,DOWNTOWN CORE,DT,CENTRAL REGION,CR
74,3331,Marina Blvd,Bef Marina Gdns Dr,1.276633072,103.8607681,2.586206897,4.178571429,1.448275862,1.464285714,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
75,3339,Central Blvd,Aft Marina Gdns Dr,1.274985164,103.8595002,1.073170732,0.708333333,1.87804878,2.375,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
76,3341,Marina Gdns Dr,Bef Gdns by the Bay,1.2795978,103.8643377,2.826923077,2.612244898,9.326923077,3.87755102,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
77,3349,Marina Gdns Dr,Aft Gdns by the Bay,1.279656006,103.8647781,10.11764706,4.644444444,1.490196078,1.733333333,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
78,3369,Marina Gdns Dr,Marina Barrage,1.279607721,103.8698745,99.38888889,88.07407407,94.7037037,77.81481481,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
79,3371,Marina Gdns Dr,Gdns by the Bay,1.280664793,103.8662696,14.09433962,11.87037037,33.56603774,22.85185185,MARINA SOUTH,MSSZ01,MARINA SOUTH,MS,CENTRAL REGION,CR
80,3381,Marina Blvd,The Sail,1.281626013,103.8530651,131.0877193,64.4137931,96.22807018,25.44827586,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
81,3391,Marina Blvd,Marina Bay Financial Ctr,1.280376603,103.8549801,105.1607143,59.25,97.85714286,32.26785714,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
82,3411,Marina Coastal Dr,Opp Marina Sth Pier Stn,1.271592999,103.863009,6.12962963,5.851851852,66.57407407,32.2962963,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
83,3419,Marina Coastal Dr,Marina Sth Pier Stn,1.271276985,103.8629769,73.55357143,29.59259259,76.46428571,53.72222222,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
84,3421,Marina Coastal Dr,Marina Bay Cruise Ctr,1.266940903,103.8596478,117.877193,55.25454545,81.0877193,30.07272727,STRAITS VIEW,SVSZ01,STRAITS VIEW,SV,CENTRAL REGION,CR
85,3501,Bayfront Ave,Marina Bay Sands Theatre,1.285004677,103.8606111,255.5438596,135.122807,53.1754386,24.01754386,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
86,3509,Bayfront Ave,Bayfront Stn Exit B/MBS,1.28315,103.8600439,336.7368421,186.0877193,552.9298246,350.6140351,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
87,3511,Bayfront Ave,Aft Bayfront Stn Exit E,1.281947795,103.8589706,284.3333333,162.1551724,208.6140351,100.5344828,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
88,3519,Bayfront Ave,Bayfront Stn Exit A,1.281245,103.858848,87.54385965,50.75438596,33.64912281,22.94736842,BAYFRONT SUBZONE,DTSZ12,DOWNTOWN CORE,DT,CENTRAL REGION,CR
89,3529,Central Blvd,Downtown Stn,1.279399574,103.8527877,274,42.33333333,188.2105263,73.9122807,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
90,3539,Central Blvd,Marina Bay Stn,1.277533055,103.8556161,30.96491228,12.57894737,59.24561404,29.71929825,CENTRAL SUBZONE,DTSZ11,DOWNTOWN CORE,DT,CENTRAL REGION,CR
91,4019,Bencoolen St,OPP BENCOOLEN STN EXIT B,1.298072169,103.8497561,158.7833333,62.66666667,332,120.6333333,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
92,4029,Bencoolen St,BEF BENCOOLEN STN EXIT A,1.299481667,103.8509267,306.1333333,145.9,153.2833333,63.7,VICTORIA,RCSZ10,ROCHOR,RC,CENTRAL REGION,CR
93,4111,Stamford Rd,Capitol Bldg,1.293954442,103.851391,994.8070175,474.3157895,1019.561404,458.2982456,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
94,4121,Stamford Rd,SMU,1.296185441,103.8495803,750.8166667,300.9833333,555.2166667,217.7666667,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
95,4142,Hill St,Armenian Ch,1.293098264,103.8496599,668.9344262,335.0166667,571.7704918,260.5833333,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
96,4143,Hill St,Stamford Ct,1.294116408,103.8502061,414.6166667,205.7666667,144.7166667,56.73333333,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
97,4149,Hill St,Grand Pk City Hall,1.292761324,103.8498374,353.4035088,120.8596491,694.754386,340.3508772,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
98,4151,Victoria St,Cath Of The Good Shepherd,1.295337778,103.8511397,221.5,104.0877193,140.362069,64.19298246,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
99,4159,Victoria St,Aft Chijmes,1.29489485,103.8510814,138.7894737,50.80701754,304.6140351,142.1754386,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
100,4167,Nth Bridge Rd,City Hall Stn Exit B,1.292500065,103.8514532,1472.7,507.5666667,971.4166667,457.25,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
101,4168,Nth Bridge Rd,Aft City Hall Stn Exit B,1.292082215,103.8512599,882.3965517,409.9298246,660.3793103,344.4385965,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
102,4179,Bras Basah Rd,AFT BRAS BASAH STN EXIT A,1.296479163,103.8514716,350.8333333,137.8666667,581.1666667,230.15,BRAS BASAH,MUSZ03,MUSEUM,MU,CENTRAL REGION,CR
103,4211,River Valley Rd,Clarke Quay,1.290436111,103.8471244,127.2631579,60.03508772,39.31578947,19.43859649,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
104,4219,River Valley Rd,Opp Clarke Quay,1.290968028,103.8468678,12.875,7.090909091,69.41071429,32.76363636,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
105,4222,Eu Tong Sen St,Clarke Quay Stn Exit E,1.288989622,103.8470898,2524.934426,981.3,1780.967213,693.6333333,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
106,4223,Hill St,Old Hill St Police Stn,1.290844761,103.848579,528.9666667,241.6333333,508.4,182.8833333,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
107,4229,Hill St,High St Ctr,1.290448308,103.8487512,198.2631579,66.40350877,221.1929825,84.56140351,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
108,4239,New Bridge Rd,Opp Clarke Quay Stn,1.288827179,103.8474938,341.5862069,144.1578947,747.2068966,287.3684211,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
109,4249,Nth Bridge Rd,Opp The Treasury,1.290430394,103.8502622,554.6,204.8166667,649.9333333,165.1166667,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
110,4251,Nth Boat Quay,Opp High St Ctr,1.289738333,103.8488847,106.7068966,36.8,28.20689655,9.854545455,CITY HALL,DTSZ02,DOWNTOWN CORE,DT,CENTRAL REGION,CR
111,4311,Clemenceau Ave,Aft River Valley Rd,1.294645753,103.8439214,138.8305085,88.42372881,66.79661017,42.86440678,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
112,4321,Clemenceau Ave,UE Sq,1.292140008,103.8430365,484.3684211,197.8596491,375.3157895,132.877193,ROBERTSON QUAY,SRSZ01,SINGAPORE RIVER,SR,CENTRAL REGION,CR
113,4329,Clemenceau Ave,Opp UE Sq,1.291970571,103.8432838,239.5,86.38333333,294.5,127.6666667,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
114,4331,River Valley Rd,BEF FORT CANNING STN,1.291839394,103.8450409,362.7192982,128.8035714,72.61403509,25.30357143,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
115,4339,River Valley Rd,FORT CANNING STN EXIT B,1.292211,103.845005,70.07017544,33.24561404,487.6315789,161.6315789,FORT CANNING,MUSZ02,MUSEUM,MU,CENTRAL REGION,CR
116,5009,Nth Canal Rd,Opp OCBC Ctr,1.285925541,103.8492364,,,,,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
117,5012,Eu Tong Sen St,Bef Pearl'S Hill Terr,1.281545833,103.8408772,468.1666667,218.9833333,825.4833333,410.6833333,PEOPLE'S PARK,OTSZ02,OUTRAM,OT,CENTRAL REGION,CR
118,5013,Eu Tong Sen St,Chinatown Stn Exit C,1.284069799,103.8429987,3225.803279,1599.933333,4616.229508,1876.333333,PEOPLE'S PARK,OTSZ02,OUTRAM,OT,CENTRAL REGION,CR
119,5019,New Bridge Rd,Aft Duxton Plain Pk,1.281183889,103.84105,471.2833333,184.3333333,385.3833333,161.4666667,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
120,5022,Eu Tong Sen St,Aft Chinatown Stn Exit D,1.285710899,103.844372,2353.483333,1034.666667,2240.766667,871.15,PEARL'S HILL,OTSZ01,OUTRAM,OT,CENTRAL REGION,CR
121,5023,Eu Tong Sen St,Opp Hong Lim Pk,1.286929284,103.8454038,491.4590164,175.0333333,366.3278689,141.1333333,CLARKE QUAY,SRSZ02,SINGAPORE RIVER,SR,CENTRAL REGION,CR
122,5029,Sth Bridge Rd,Boat Quay,1.287122834,103.8481978,495.4166667,170.8166667,679.65,218.9833333,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
123,5039,New Bridge Rd,New Bridge Ctr,1.282938191,103.8425428,4031.733333,1870.639344,2851.5,1375.459016,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
124,5049,New Bridge Rd,Chinatown Stn Exit E,1.285311148,103.8445507,2358.47541,911.0166667,2214.180328,1049.4,CHINA SQUARE,OTSZ04,OUTRAM,OT,CENTRAL REGION,CR
125,5059,New Bridge Rd,Hong Lim Pk,1.286764201,103.8457504,111.4912281,37.54385965,378.3333333,134.3859649,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
126,5069,New Bridge Rd,Outram Pk Stn Exit H,1.2802763,103.8402979,1160.116667,308.7,127.2333333,43.16666667,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
127,5129,Upp Pickering St,Opp One Upp Pickering,1.286011667,103.8463467,58.32758621,9.454545455,132.0689655,42.16363636,BOAT QUAY,SRSZ03,SINGAPORE RIVER,SR,CENTRAL REGION,CR
128,5131,Upp Cross St,Opp Hong Lim Cplx,1.284073056,103.8453381,944.7741935,346.7666667,871.8709677,360.7666667,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
129,5189,Sth Bridge Rd,Opp Sri Mariamman Tp,1.282091396,103.8452806,263.3666667,122.3833333,323.6166667,159.4,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
130,5199,Sth Bridge Rd,Opp Hong Lim Cplx,1.284514558,103.8466605,540.5,170.0166667,510.2666667,182.8666667,CHINA SQUARE,OTSZ04,OUTRAM,OT,CENTRAL REGION,CR
131,5239,Neil Rd,Bef The Pinnacle@Duxton,1.27854113,103.8415105,164.6666667,61.3,237.7166667,100.3666667,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
132,5241,Kreta Ayer Rd,Opp Blk 333,1.280719882,103.8422749,203.55,96.4137931,243.4166667,116.0517241,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
133,5259,Neil Rd,Aft Kreta Ayer Rd,1.279794478,103.8426271,87.66666667,33.48333333,160.1333333,64.2,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
134,5269,Sth Bridge Rd,Maxwell Rd FC,1.280977473,103.8446005,299.122807,131.8421053,394.2982456,165.3333333,MAXWELL,DTSZ07,DOWNTOWN CORE,DT,CENTRAL REGION,CR
135,5271,Tg Pagar Rd,Opp Fairfield Meth Ch,1.279753295,103.8438221,219.5833333,79.46666667,143.8,55.3,CHINATOWN,OTSZ03,OUTRAM,OT,CENTRAL REGION,CR
136,5319,Church St,OCBC Ctr,1.284437,103.849114,25.72413793,2.314814815,211.9310345,31.2037037,PHILLIP,DTSZ04,DOWNTOWN CORE,DT,CENTRAL REGION,CR
